"class","Mouse_Number","BiologicalReplicate","Sample","Origin","valine-d8","1-methyladenosine","1-methylhistidine","1-methylnicotinamide","2-hydroxyglutarate","alpha-ketoglutarate","3-methylhistidine","3-sulfinoalanine","4-aminobutyrate","4-guanidinobutanoate","4-hydroxyphenyllactate","4-hydroxyproline","5-aminoimidazole ribotide","5-aminopentanoate","5-formamidoimidazole-4-carboxamide ribotide","acetylcholine","acetyl-CoA","acetylphosphate","aconitate","adenine","adenosine","adenylosuccinate","ADP","ADP-glucose","ADP-ribose","AICAR","alanine","allantoin","aminoadipate","AMP","anserine","arginine","argininosuccinate","asparagine","aspartate","ATP","beta-alanine","betaine","biotin","carbamoylphosphate","carnitine C10","carnitine C12","carnitine C14","carnitine C16","carnitine C18","carnitine C2","carnitine C3","carnitine C4","carnitine C4-DC","carnitine C5","carnitine C5-DC","carnitine C6","carnitine C8","carnosine","CDP-ethanolamine","chenodeoxycholate","cholate","choline","citicoline","citrate/isocitrate","citrulline","CMP","CMP-N-acetylneuraminate","creatine","creatinine","cyclic ADP-ribose","cyclic AMP","cyclic CMP","cystathionine","cysteate","cytidine","cytosine","deoxyadenosine","deoxycholate","deoxycytidine","deoxyuridine","dihydrobiopterin","dihydroorotate","dihydrouracil","dihydroxyacetone phosphate","dimethylarginine","dTMP","ethanolamine phosphate","FAD","fumarate","gamma-glutamylcysteine","GDP","GDP-hexose","glutamate","glutamine","glutarylglycine","glutathione reduced","glyceraldehyde 3-phosphate","glycerate","glycerol","glycerol 2-phosphate","glycerol 3-phosphate","glycerylphosphorylcholine","glycine","glycocholate","glycylglycine","GMP","guanidinoacetate","guanine","guanosine","hexosamine","hexosamine phosphates","hexose phosphate","hippurate","histidine","homoarginine","homocitrulline","hypotaurine","hypoxanthine","IMP","Indole-3-lactate","indoxyl sulfate","inosine","isoleucine","kynurenine","lactate","leucine","lysine","malate","malonate","methionine","methionine sulfoxide","mevalonate","mevalonate 5-pyrophosphate","myoinositol","N6,N6,N6-trimethyllysine","N-acetylasparagine","N-acetylaspartate","N-acetylaspartylglutamate","N-acetylcysteine","N-acetylglutamate","N-acetylglutamine","N-acetylhexosamine","N-acetylhexosamine phosphates","N-acetylhistidine","N-acetylmethionine","N-acetylneuraminate","N-acetylputrescine","N-acetylserine","NAD","NADH","N-alpha-acetyllysine","N-carbamoylaspartate","N-formylmethionine","nicotinamide","nicotinamide hypoxanthine dinucleotide","oleoyl glycerol","ophthalmate","ornithine","orotate","orotidine","O-succinylhomoserine","oxidized glutathione","palmitoylethanolamide","pantothenate","pentose bisphosphate","pentose phosphate","phenylalanine","phosphocreatine","phosphoenolpyruvate","phosphoethanolamine","phosphonoacetate","phosphorylcholine","pipecolate","proline","pyridoxine","pyroglutamate","pyruvate","raffinose","ribitol","riboflavin","S-(2-succinyl)cysteine","S-adenosylhomocysteine","S-adenosylmethionine","sarcosine","sedoheptulose 7-phosphate","serine","S-lactoylglutathione","S-methylcysteine","stachyose","succinate","succinyladenosine","succinylglutathione","targinine","taurine","thiamine","thiamine monophosphate","thiamine pyrophosphate","threonine","trans-cinnamate","trigonelline","trimethylamine N-oxide","tryptophan","tyrosine","UDP","UDP-GlcNac","UDP-glucose","UDP-glucuronate","UMP","uracil","urate","ureidopropionate","uridine","valine","xanthine","xanthosine","xanthosine monophosphate"
"TG_M10_1","M10",1,"TG","IEC",1073633153.52725,184504933.402567,78520983.2586455,135693533.498187,681072723.425098,66825995.2116541,72255865.4616369,6161746.05871528,2309936551.80853,540512663.594387,9755132.56080629,27025520.528078,95172192.6167531,125896497.878139,12960642.674729,691855457.250087,1571042.95920842,1175213.21052178,47014505.7486899,310055184.082385,5090124603.02349,1150308.8522377,65257196.7075857,8066807.05225345,8097418.02480218,920641.120830723,649600377.899571,54649915.3807406,107398772.333831,1421346236.41582,12321509.8251722,1417950411.50677,3408567.60472881,121595322.618323,262476540.866618,11766400.0044804,41186068.1626988,54431678999.5524,25458308.0450945,169195920.288195,1876832.45221956,15444330.1901147,340818306.252728,441903943.522902,355722981.165445,4516482503.33806,356691983.016773,39279916.1768748,12795257.8989568,21334342.631692,2678090.77278727,2838791.51076185,649603.730238826,1717158.09659644,11948880.5314669,28245337.5206074,68726592.1866283,109209941212.363,56665824.7227203,1512312083.16799,60869499.4422411,28377110.9887159,20466668.4784607,67153434531.1773,230261295.343149,6294202.50744434,2844521.87470629,3531441.4592402,364043.333722019,26769441.5582037,279837827.4039,132393777.077779,3470639.06205402,28245337.5206074,118189853.121145,346848.89895759,14471744.8315571,3215238.40847712,5512262.78013219,22222361.5210407,128551035.334267,603998.050427482,294380192.796006,56566327.3909736,139492645.983035,86412840.9123223,2488096.69352846,250772.970132122,3632681811.14965,1976347296.1349,90519228.777895,2116979493.85585,899938.12123653,1141799093.37102,399854906.733659,223433915.964573,559241927.346717,13136966087.5009,100923381.484134,84986.396245013,11382479.7736605,101079785.066009,39021975.3834643,102667500.273484,288329841.405681,5792886.91681778,60972673.7664966,42659554.8104537,6993230.35031533,929145984.570984,12168159.237208,3837.29121192806,35700591.590491,6194558828.61456,24079292.9321816,1553708.86206079,9862917.17473176,604895263.379382,1075616443.92562,38147147.9359846,2822418014.36162,2197816724.07654,477353405.253274,1783705143.70559,4910784.30503353,1189200026.32003,14791218.7248662,34303110.5420288,4692435.30380628,33657932.6540591,128293323.308504,335332487.414838,8835317.41598999,355895.881508958,63661872.735006,90556567.6931389,236035588.287402,190673949.262498,6434421.79838277,23861109.1613639,18879624.1732918,21635243.9534033,6387731.66484837,395249541.826035,203057967.172884,140188997.936736,80632270.8969803,2740904.99137797,4497951.8019925,3711950894.75586,3837.29121192806,110321640.302053,8120237.7425655,7405250.53804848,145596106.277111,4559092.26299141,19129081.7621048,229850086.994005,34986374.2983295,202954990.464875,643973.990220974,77985210.0124008,1613541517.65252,418457.935601436,2040057.96990718,298063740.717184,1175213.21052178,13953645359.9378,144709696.536495,19872718065.1169,6327493.53973787,1687081649.3636,37603895.9714191,21580596.3719046,46959129.8893206,9443445.05624326,994727.801175686,65848570.5001912,65962133.3062603,29124441.5311112,27001836.39167,70245643.5567235,15093026.6956588,78626.4248348277,2853209.9291703,1234463872.18367,22999335.7678092,672638.451295245,265424.883655472,3887862465.02108,253926056.952569,45466130.7137122,5164336.63414343,507707882.629065,3084587.24193623,318539347.774829,31470545.8531629,204866934.279748,658526622.708091,1488412.07846605,16240992.1501805,11036322.8143678,11572427.3945321,35335120.9526169,409529906.111724,1172482245.94885,1930399.29171881,58290084.5214043,1282967707.86156,1677646163.38752,77913876.5459598,19386017.1624656
"TG_M10_2","M10",2,"TG","IEC",769948515.659146,210643133.742922,84324542.3760641,132919191.732975,663057296.282256,14217339.3517196,85070271.8805084,6275573.11851019,2304111665.68135,556472148.049189,10605532.1884645,17700862.031427,91863554.4082531,122115144.897295,14480104.1428267,453705191.80248,310984.657201291,1317618.0878456,58818468.7847686,197531831.156434,2969897530.30616,444529.17442588,45380717.0526615,8400335.79498038,6985385.06175638,1110803.14249803,663066632.279634,68707077.9783876,160398842.258023,1495003271.98457,11974328.7164959,1394807916.76964,3877421.39104922,88258751.789656,212068579.2329,3890892.08495762,46082633.2828062,52346744634.7859,33343731.4893048,151659631.735392,2871526.14042119,37398697.7487397,127876820.665418,270007598.198594,113167632.566407,4568136660.41394,400446194.443125,43666053.1666064,13044701.7132762,23105774.2314219,2893373.41037024,3451854.62675891,1082209.50203913,583001.437123363,14518986.5798366,38149849.1251466,86050950.0908148,113971396903.686,94421565.9499484,1481058381.50138,31772211.8450658,32826804.4760831,22032276.1544305,62726945145.2193,237905015.527905,53489012.3898875,3211247.75286463,9384723.4738743,352862.1717503,28386457.1149167,362223068.839639,177213352.219413,1679642.34732535,38149849.1251466,111514969.613434,282881.642594992,14832631.7283704,3421643.19583353,6793908.79440657,7068223.76951078,122331204.59885,1398652.00661115,287050900.449839,60356734.1655495,166006181.005387,30185518.5854394,2716221.13731453,55920.4343086014,2555750339.52276,2015254786.63917,100413403.380254,469309888.397734,576119.598712252,1680199464.75007,954478027.470601,245214382.476854,479386899.64753,14137937925.258,108092715.864761,3300.16777783154,12131507.24895,96505968.5875487,40210867.7914265,155299017.628618,472823002.7398,7048375.99759852,87963915.1412401,44947659.3238092,8165559.08594826,897167765.72879,12283750.78357,3300.16777783154,34297442.1230892,5831442777.16553,22324155.4028487,1706265.20612721,11471357.135641,1670595077.07433,1041101648.05363,41594861.5820029,3232736824.14424,2140632915.30024,560901459.679365,1969894437.35175,6862133.47035884,1258961623.09247,11273195.1835359,34082563.5163983,3549430.38433054,43589587.853084,132933491.136226,374008377.015849,9061678.61604678,672565.061555255,19238170.6808163,100471860.699138,241432979.644882,202715763.73472,3335788.65829074,20199647.6519899,21457792.4160662,22269578.8713651,7094768.5131298,413664324.023945,55409986.7195386,165664464.810783,91340988.8647023,2686163.76726245,3028965.79675785,7879832374.62105,3300.16777783154,10222196.4066924,10762845.848849,8603623.71044796,133104640.393633,4513206.38876515,17959729.2483968,243147438.747336,14691763.3849221,220844043.809179,25244.5072197296,74877527.6210446,1830657401.3453,11490.1951815517,686637.851343215,290205979.498107,1317618.0878456,10933468166.0608,154344588.364178,20935162246.1744,7120396.56663226,2641128875.89557,61875796.375605,26613636.4943995,50696617.6937826,14184974.3655905,1229434.26913912,69992366.422241,74168481.6718893,9274097.27773469,26448587.5753455,76779623.4995493,5381008.75542327,52696.065540136,3650043.45928065,1300566771.40854,39502827.1196837,259441.81643983,9057735.53799825,3874427268.61373,327016821.654976,70417492.7816046,13387325.5985084,526745910.289211,3419430.79814017,340304612.852942,35770286.4393066,224526241.256662,715709014.321864,1109110.17119852,18443377.1815611,12672803.1233101,9887672.11340428,42574925.9379494,423460296.443828,1314096141.74751,2389958.29254839,70233422.2448367,1444420804.43356,1692394824.73636,93688202.3630498,19662211.1189342
"TG_M10_3","M10",3,"TG","IEC",733850644.21097,215384705.114817,92960308.0701506,130258594.064495,658892168.577926,9096702.29438056,85116779.82083,4287120.82724841,2265851415.95507,541593803.570948,11311601.0385928,16365318.2528209,82158687.441897,123607299.436993,14851358.2287195,440195603.486571,259482.347007151,1471662.28103792,56491142.040717,204380532.938389,2846227331.1339,293419.73804397,47221915.1650641,9317233.79898072,9716323.6794187,901186.735494041,663744876.895094,76378345.8632534,169939253.460353,1522816124.15439,12703130.7740377,1416779409.98741,4112062.52338022,69071784.9102751,198466165.309179,4056542.13596936,46064872.9538358,51336454850.0473,33533586.3697336,141899173.753255,2762188.74000368,43606000.4927142,95930707.203778,248914738.9553,94052204.2336122,4494809220.51022,420603256.725829,45053738.9004263,13123154.2478501,23064926.5520409,3123713.58771171,3863633.29776647,1024081.61458687,419010.287633392,15358150.928466,38563031.3117703,88240048.5430843,114037732121.23,99856109.9310532,1594752151.39263,27051431.8839627,34837743.7058689,23727202.9168983,61140464118.7502,235582040.425711,87352781.9005858,3553632.19299776,11722648.4553054,397655.299557902,29656033.6515303,370937422.083415,177778535.58545,1642622.70282384,38563031.3117703,114865519.291979,285242.313196413,15731129.2392265,3419661.37781365,6469301.33290526,3916757.05306328,127334031.846641,1989615.7994028,289352906.26922,66494647.5441278,169418885.422354,15323517.2918521,2793257.08253051,239414.625494134,2432812174.73399,1986197709.82065,92475091.6714155,237733843.690019,550909.627494361,1667440344.71976,1006977608.33154,242494634.223352,492404203.850685,14117215123.6421,107414725.597933,184018.955100824,11067697.4859076,95417195.098938,41240400.8539459,187268851.591738,578942001.352108,6393021.52779946,91393504.7715604,38135971.0226783,8240358.85459029,828905652.577668,11279849.0223851,85489.1938112474,34118432.9797622,5445697607.10815,23197229.244316,1801204.54631107,12232381.4973916,2106379210.244,1040412078.47663,41766509.3820377,3311100431.45447,2103306874.4809,590031249.318971,1912275317.92072,6232204.56181622,1229970820.98905,13496305.9844585,35525080.9908854,3590649.8180528,46938181.4196204,139429025.005958,392339312.365252,8885281.91317713,671965.524029514,11887994.7040799,92556413.0107755,250097277.099447,212896528.936534,4361756.93467528,22018129.1890617,18669827.8865313,22419498.985479,6202177.21267668,421104594.083756,30327291.8193026,129075568.425162,93995538.2236908,2659305.52360691,3186637.33583347,9479667028.46607,3150.79902682388,645054.509170664,12887013.0849329,8968057.57073445,137415902.429191,4779770.05179753,17638073.5964267,266506734.552839,11404703.794561,222232566.946993,20953.4728033274,66992682.0906798,1845711737.444,80205.9740988629,432790.590139193,292545503.614629,1471662.28103792,11974693560.8133,161705121.326587,21077797807.0573,8189576.2270455,2805273097.38156,53266425.3922973,28454014.9966123,50971248.0084045,15661938.8019717,1385978.21933893,75303930.6790986,71903879.0301713,8208092.90372415,26321042.0431087,75923741.6260296,2782389.69964243,36432.9413776745,3863004.56684975,1312004388.3839,41420078.8442226,254656.4913535,10764717.5691324,3883705329.37421,323243668.583459,75793207.5570138,13091250.5263829,533005978.810731,3331177.3386448,352495778.238467,36328825.6471293,227564885.043799,717840682.17421,1071348.17688272,19597990.5263253,13372761.1440163,10371026.872208,43655859.3766904,421977011.433579,1311128201.97643,2326023.92372302,77260881.8973428,1465654693.094,1587042941.14048,100991365.993775,21163918.9788247
"TG_M15_1","M15",1,"TG","IEC",979014496.324814,326318388.061496,72498422.5918811,312337645.434736,243169348.07128,25552618.1796088,60321974.2488043,4522922.02018691,2740631015.39265,466654109.810904,7382215.47855491,4740010.12720295,153736386.558158,176335929.287788,11786081.8416875,875570307.326071,2674287.1561245,2134706.99982957,46146899.617442,340597332.135805,7898174588.29358,2205141.39089807,104870796.623701,13480848.7164231,16664414.4899044,3330565.23421591,577764601.969236,62139652.8281078,121528382.201692,2132081378.63958,16887694.0904154,1627959721.86433,2677467.845316,111965638.381001,331557427.756034,24041276.4202032,46486201.6693386,49807550972.2654,23622524.3763114,165642228.954091,1066985.59354688,12170825.2805465,187027494.166238,337512723.562451,207352343.241053,6603010307.30478,738614194.553835,46423154.8404364,7204438.29941689,32261487.8201638,8584561.41399913,2234418.97611794,351062.874332096,1608738.03299689,24519636.6929793,129816105.87698,633340529.038312,94404352465.2559,156776786.06916,1595537910.86724,42477536.4721703,44887456.4307841,31843487.8257452,80523087895.8726,312845617.280246,39786216.950026,4354419.85159518,4131939.8011683,453592.764245515,49995334.1118609,258004508.48076,125210486.386677,5362828.37591821,129816105.87698,55815538.4306836,14426.3370722369,14755561.8313955,613041.327967746,6142302.46155455,16076922.9392617,128065466.013692,618671.382023575,523356080.176167,81797531.3723766,161646496.823492,107141831.706511,4308399.30314215,55450.590221968,3118561571.24034,849824881.158204,132074938.888507,2602440118.19244,657974.772660666,1176584002.25019,191639591.16902,116490011.496007,417175849.238653,7564754644.16349,88309656.5023648,1638502.37119258,5995420.80372923,167185846.298391,26365751.9753869,147207568.734195,435003049.060252,919004.534300699,46094218.3787212,30076588.3689198,5798898.95724054,868776894.029705,13457088.507529,5726690.57369333,92162743.9752047,2880375536.39048,54471778.6673983,2021920.40995207,2319802.06418606,501368706.672597,1349789803.14869,42272672.8452559,1140133675.47162,2751631574.88048,568978650.232124,1493149214.05663,6030235.15493823,1354695563.36441,12918194.2079023,20061360.171543,6148842.01082268,53512880.2772238,90963565.7695053,280287343.585883,17177341.3247713,818190.08184003,41671101.6073429,132074909.356856,136278897.497674,261852912.023877,8733877.51803457,24024498.7535335,10327231.290183,28304569.303261,11777894.3885591,299345859.672234,223974744.346376,119415759.722601,178882942.793697,977206.559401333,3862321.28440946,5602013479.40903,3668.47838603581,83307155.9099514,12405081.0897264,11444891.8162288,44680608.2541586,5808933.68061508,9664772.72275766,359470839.903345,32947682.0466257,258655134.869882,1998127.48882776,95222652.0601197,1867139149.5591,902123.887914076,4340708.3863663,529020478.14279,2134706.99982957,21009657441.7413,107030640.607034,18065683782.3993,2509234.11435619,1743212691.87691,71438447.344222,10861397.9727127,35796460.0317877,10651097.4503081,1716028.97566946,64010065.9065012,70533657.4608991,25839635.9245989,31843551.5875452,52265356.2863679,19343248.6040426,76714.8454704886,1719366.77635325,1124767913.3107,41811538.0283559,1031431.20490687,481578.964099562,6466334113.70402,115115632.747664,60600810.7107924,11800427.1021835,497797281.974227,3565810.75804546,331993199.984784,7404316.4352694,268304723.389663,671415894.146353,2879836.81173206,24859890.1303192,21270155.5766657,14329937.0368419,50879816.507073,253387369.890506,1251985114.71326,533506.767981195,53197791.3507898,1597042822.57536,954326477.058025,125307227.595421,26050641.1000986
"TG_M15_2","M15",2,"TG","IEC",1008515115.08492,320315370.781967,41622631.9228842,343249762.334397,276402811.765739,30133661.9664957,74408686.3132225,5390549.55793827,1853762188.21602,452375184.278637,7129165.52488764,4414065.9421918,177623916.171489,157322325.560719,10705087.3322248,901650599.156587,3035659.67039279,1901775.90393729,47536299.6512708,305803356.695637,7063386799.56815,2894528.36883457,118596750.509964,13933371.3588469,18653975.693104,3506793.08577065,600466222.425415,61476261.9920717,116620168.538096,2097289745.78658,16645698.164064,1565409481.99313,2736975.43871263,71731328.4858028,323232499.654741,23574944.2388428,38911028.0422105,50355941857.9562,22215550.4017888,176034199.422708,1464425.25483549,12332752.1518339,183512243.506923,347600337.893801,215067912.876573,6622928761.07408,736803128.573457,47746411.6641502,7521517.61414019,31864961.5009206,7975614.32402671,2020628.47620928,134305.011619219,1192272.9998902,25298624.4325851,126459091.775366,644672852.831225,95825062322.8699,188665375.025565,1613637802.49156,40666242.6752171,47051285.7712822,24849818.7814835,81683666285.476,296395092.588052,40536361.4594066,4417510.69852298,4167081.56994539,349614.010252429,51274817.2457546,241149146.974403,118471109.381085,5124011.88581654,126459091.775366,51640516.2098682,14183.611747546,15150940.7302112,685389.572382217,7675090.06051657,16796723.3490365,130252947.423112,601231.311004958,549904906.652894,81429527.421469,163185281.941612,120013539.818294,4106917.33984706,30314.7633528316,2941643093.10335,591897571.146937,136285042.085002,3088637066.0712,681719.512936123,1106250732.09495,194884186.17883,119209892.163998,440214308.045323,7763419490.85712,100343135.189089,1314925.90328217,6407960.96323095,177603317.265173,32463016.400531,132799137.783711,384484961.62976,1530373.90196266,46673403.3794934,39924031.9592848,5805427.97891113,900190247.524316,13449363.3234125,4685404.34523045,87956310.6895197,2922479074.15646,58416521.5476887,1891651.26627445,1922949.11408322,487326689.035866,1392326930.11258,40704909.7365589,1222976443.79713,2779897004.42878,584775387.906063,1564957264.32992,6183751.58079763,1331931558.17397,11042881.6039232,20760397.5773964,6902215.1988723,50802485.7923827,90057286.6493779,292626191.10721,19342781.2771471,637575.653729476,41007442.0828077,136331903.819597,138997505.263606,241787654.003585,7000673.1235967,22737341.6474741,9799510.33601907,26934020.9661801,10902625.8462173,300665683.362859,224395164.990469,110529156.883185,161243569.767497,875508.984165165,3531659.54597758,5603848700.25224,14364.3782101593,95917930.2521455,12294542.9119148,11738458.2598872,44477027.867292,5372633.20478315,9761762.31667157,285247793.746293,39136771.4165868,251977275.603718,1005144.76637087,99081997.8180806,1878606630.26567,1653701.27235462,5988431.3677739,556146473.062456,1901775.90393729,18821383812.9184,101388080.133682,18210713786.6531,2706910.44927088,1719912155.69527,79665915.4974371,10697147.0867534,34662387.9224375,10405751.6857092,1450884.02800856,59615659.6937208,62043095.4259149,22179132.4334158,32934947.9941234,65209130.9783492,21149076.4406935,76770.003005552,1560887.01794201,1152969567.98744,42630692.1249206,1106799.35374979,711884.347849032,6529333574.00597,121907284.908514,52793133.2806136,17717387.1431177,490175425.270235,3721636.82417935,322721323.183066,7105312.07216516,268195278.44756,665453670.715508,3571821.39897979,25847344.3877776,21969126.8714508,15919640.8245091,50948972.6592832,269735440.912075,1285302378.58216,461854.056990384,51060381.9306956,1623547779.17907,1025747006.65943,112595053.246048,31350369.2782248
"TG_M15_3","M15",3,"TG","IEC",1326873705.66057,308394405.505989,47049612.6835801,322846741.326703,342533594.265515,51508122.5234948,61586949.1868178,5355049.22395748,2587876121.80366,430148937.797916,6860529.01248433,7260338.85189345,154457147.853945,157258278.916863,7944730.30941171,1082982163.08323,5658722.04781544,1821018.94815212,40646594.5606408,246433492.429658,4483406149.49773,4691881.57508446,135702178.385184,11765390.7566295,15247398.8138713,3344841.71278223,589554388.948849,49872092.1695098,182421014.495832,1915364363.76844,14618310.4390662,1391422432.03222,2409446.01885862,133763838.687498,238299762.187739,25120460.7361335,45379383.3231729,49781108842.3713,17548997.1163822,186857395.545859,785565.958777396,11177710.8628814,153698106.028365,354966752.479977,293778065.192483,6049087627.04801,623644485.084072,38784561.4573998,6556712.25862008,27850150.6533313,6803812.8827268,1979387.12803286,237950.268853464,879434.323673256,21663860.332319,113670838.104208,546802421.775371,92660899370.6707,78434393.7707665,1320675874.31186,44854923.7469956,41125211.8782127,15102346.78761,87766578175.1925,255491944.242926,17897820.3899673,3724726.50308952,2058346.63844651,234956.565873129,46392327.0264238,189150375.929206,94142669.9942707,2368423.63438806,113670838.104208,47350234.1209909,4628.49364242768,13159343.5788366,604240.536144396,6782959.89878157,18125452.5714761,117908720.632392,317484.315399116,511595964.478988,75536037.278504,139779953.438356,123877566.108885,3772969.85894908,538558.418634636,2783022255.77752,765986154.238454,131600690.48554,3602926542.79863,764010.647988771,926155895.342039,163090138.968648,114009415.080559,436747518.454042,7361732536.61733,88301389.0968553,1325274.85673418,5374701.56988706,162152833.081934,30431632.8271779,79543211.2557907,220146352.317097,640222.766078959,44526493.8924788,39917746.1113328,5881091.08608795,920319917.552981,12999527.9432073,3940970.56294495,73404062.011756,2948770003.30998,54630378.3976141,1821335.19564426,1620795.18290012,371622347.691137,1374318121.5125,39485170.9841655,1105300038.16235,2590976955.93521,451640884.836612,1457660627.37147,5260484.11764209,1203965715.15931,14818596.48645,18520991.9399329,6866524.84683848,55744270.2716557,84298559.8388663,255762811.871519,12075201.0132118,538267.038729954,52655663.255548,131602304.403196,127993623.846396,213603191.879041,7092775.12882095,24555900.7953554,10003982.0822295,25220720.4569951,9370085.31097938,279137196.519643,278363099.147812,96618164.3438657,138474449.413242,765524.856673899,3912416.1097986,3017395703.47499,4628.49364242768,112190588.991777,8443897.73973849,10428639.8277418,39599591.9636232,5916613.52480714,9584165.68589444,177965787.917632,64086946.0821887,227338174.40258,2958112.83838457,87565563.0860436,1618381687.23311,1932954.96322672,12207656.240012,517548280.928558,1821018.94815212,25902985850.5812,86777803.3995246,17441409082.7445,2659204.55875737,1497580686.82844,47959781.7565499,9106070.16266041,34210397.0028814,8138318.77382252,1327199.63974228,52738284.5575375,66508506.1518645,40288281.61714,31189474.7765325,71048411.5318584,19307064.3339068,46369.3039782376,1490860.7763783,1090764227.43442,24186476.598946,989457.714078638,199694.231336209,6220888563.36895,87478407.8336879,42912344.4222964,12412046.5840628,416619812.165568,3742194.00554208,286353236.220758,6869321.38612457,234666969.438113,601904646.853822,3128008.82601613,21705727.6437958,18857384.1631236,11872132.9380236,42388116.0227801,265264653.259175,1053777927.99963,564246.708105711,42443379.6904756,1470203330.35004,1085761593.64885,77980111.8237276,12562752.5861672
"TG_M16_1","M16",1,"TG","IEC",1040832773.29308,293495137.89415,52066533.0512125,303673419.769246,344595693.956663,55037055.8253352,86785075.1464683,4318274.18694526,2703307553.41522,317083530.679632,4902196.90712244,12272037.9863099,147758855.160417,209992898.932701,2864432.37455848,1096446882.92061,2347573.17197581,2391870.19674209,25173443.1284981,224246948.373604,4426888009.57106,5933967.83703251,127622876.049392,12438912.0995367,6774058.20385718,2907965.93693741,588280378.377589,45020414.2491335,170822464.622779,1877297385.56785,20734904.660381,1289205879.18966,1552148.2424767,113417038.881251,191556987.492716,24919961.9061753,58967199.6260687,43171142102.8316,17744130.3613918,150649385.896472,515956.609606664,8812978.16257217,131997704.330707,419162322.872106,335243573.965658,5948668174.9008,438094358.991977,35728541.8528192,8289781.69793083,16141474.6286383,6037580.49996711,1262738.06034085,251882.53502406,1691879.16821208,23873770.9034803,88162329.0707613,408457489.676262,111636967602.052,71328058.7000851,1504330571.36075,74285521.3245852,37774700.5956824,17399176.8140493,83512420064.5045,267976903.620422,18368607.9742005,3406038.35248515,1387731.24331666,280004.613801918,33802413.6819223,193117109.002542,93497209.8003495,2778265.84203242,88162329.0707613,74324938.1021005,3706.98454515224,14676793.394119,2861484.79190843,2846894.71375303,17095929.5274397,106296494.972341,400040.50224635,505265304.819363,66128293.667392,120694839.346094,125488257.000345,3927398.29426587,991072.270280935,2920243780.19026,1191926569.81781,88592500.288255,3694092449.17523,1178292.3543162,836220630.615349,135121209.72977,104263813.901142,534337422.319824,5855131305.79003,100873209.793706,2671315.82605169,5128769.61079169,180828898.988333,32505348.8030916,91348902.9655721,255752517.42175,1127794.58307136,48007752.6150489,25707156.8453852,5449596.94620793,675349552.028907,8941035.87971275,2273080.14028054,104118977.999008,2709529639.89104,69382412.7575795,967184.954873339,2965399.22548087,471784513.729749,819055178.494895,34312194.6682227,927748723.173899,1527750199.70186,395500338.276404,1342617682.01646,4850170.10485612,766137415.922274,15700856.093622,22206448.0283505,8236992.10250514,69395824.8026478,86564791.3210328,294182368.553118,18559644.1598282,664937.91987598,41274282.1584663,88633998.0500089,175812819.578488,200248993.348089,3999153.05108108,25749469.6759411,5638254.86987016,19479968.8506001,1469772.47000218,311976441.697768,201475170.619878,108723994.532689,122891693.750028,2843188.12558121,2291622.93357628,2238348420.38391,15828.4471850834,99833867.7930659,17060283.8001868,8122629.12018781,133011555.549451,6208201.61693599,11005375.2751389,196809458.42091,73855206.7416298,272500712.876528,3089383.29788685,69231749.3800731,983567194.597243,1694677.06394263,15393460.0993652,511061439.049662,2391870.19674209,26453286892.3647,95446987.5479098,16621102605.3513,2773006.52123526,1238180645.21963,49842923.3584122,5708394.08014619,30963327.5724551,6892781.2668277,943284.726586844,50337367.6595606,49027717.8724775,59199087.6066531,33341644.7463547,59856002.6178235,20339014.2300641,42076.6498798192,989281.896462808,2160561835.74102,22995592.0303012,630885.419062881,100161.769466391,4715910388.96828,87087278.3283433,38802281.6063644,8328959.6138534,468457827.506983,2164841.9215554,244395643.160214,6978161.71903267,125720174.403038,337539066.27721,3110496.22510515,19154118.0487062,20800984.5443691,18852852.4530469,31466500.9666531,186299779.186633,753696397.490774,1156384.76132086,29137837.4829827,1023891949.82335,878412789.172103,69940524.4490796,1538949.19758073
