"Code","Excluded","class","Mouse_Number","AnalyticalReplicate","BiologicalReplicate","Sample","Origin","valine-d8","1-methyladenosine","1-methylhistidine","1-methylnicotinamide","2-hydroxyglutarate","alpha-ketoglutarate","3-methylhistidine","3-sulfinoalanine","4-aminobutyrate","4-guanidinobutanoate","4-hydroxyphenyllactate","4-hydroxyproline","5-aminoimidazole ribotide","5-aminopentanoate","5-formamidoimidazole-4-carboxamide ribotide","acetylcholine","acetyl-CoA","acetylphosphate","aconitate","adenine","adenosine","adenylosuccinate","ADP","ADP-glucose","ADP-ribose","AICAR","alanine","allantoin","aminoadipate","AMP","anserine","arginine","argininosuccinate","asparagine","aspartate","ATP","beta-alanine","betaine","biotin","carbamoylphosphate","carnitine C10","carnitine C12","carnitine C14","carnitine C16","carnitine C18","carnitine C2","carnitine C3","carnitine C4","carnitine C4-DC","carnitine C5","carnitine C5-DC","carnitine C6","carnitine C8","carnosine","CDP-ethanolamine","chenodeoxycholate","cholate","choline","citicoline","citrate/isocitrate","citrulline","CMP","CMP-N-acetylneuraminate","creatine","creatinine","cyclic ADP-ribose","cyclic AMP","cyclic CMP","cystathionine","cysteate","cytidine","cytosine","deoxyadenosine","deoxycholate","deoxycytidine","deoxyuridine","dihydrobiopterin","dihydroorotate","dihydrouracil","dihydroxyacetone phosphate","dimethylarginine","dTMP","ethanolamine phosphate","FAD","fumarate","gamma-glutamylcysteine","GDP","GDP-hexose","glutamate","glutamine","glutarylglycine","glutathione reduced","glyceraldehyde 3-phosphate","glycerate","glycerol","glycerol 2-phosphate","glycerol 3-phosphate","glycerylphosphorylcholine","glycine","glycocholate","glycylglycine","GMP","guanidinoacetate","guanine","guanosine","hexosamine","hexosamine phosphates","hexose phosphate","hippurate","histidine","homoarginine","homocitrulline","hypotaurine","hypoxanthine","IMP","Indole-3-lactate","indoxyl sulfate","inosine","isoleucine","kynurenine","lactate","leucine","lysine","malate","malonate","methionine","methionine sulfoxide","mevalonate","mevalonate 5-pyrophosphate","myoinositol","N6,N6,N6-trimethyllysine","N-acetylasparagine","N-acetylaspartate","N-acetylaspartylglutamate","N-acetylcysteine","N-acetylglutamate","N-acetylglutamine","N-acetylhexosamine","N-acetylhexosamine phosphates","N-acetylhistidine","N-acetylmethionine","N-acetylneuraminate","N-acetylputrescine","N-acetylserine","NAD","NADH","N-alpha-acetyllysine","N-carbamoylaspartate","N-formylmethionine","nicotinamide","nicotinamide hypoxanthine dinucleotide","oleoyl glycerol","ophthalmate","ornithine","orotate","orotidine","O-succinylhomoserine","oxidized glutathione","palmitoylethanolamide","pantothenate","pentose bisphosphate","pentose phosphate","phenylalanine","phosphocreatine","phosphoenolpyruvate","phosphoethanolamine","phosphonoacetate","phosphorylcholine","pipecolate","proline","pyridoxine","pyroglutamate","pyruvate","raffinose","ribitol","riboflavin","S-(2-succinyl)cysteine","S-adenosylhomocysteine","S-adenosylmethionine","sarcosine","sedoheptulose 7-phosphate","serine","S-lactoylglutathione","S-methylcysteine","stachyose","succinate","succinyladenosine","succinylglutathione","targinine","taurine","thiamine","thiamine monophosphate","thiamine pyrophosphate","threonine","trans-cinnamate","trigonelline","trimethylamine N-oxide","tryptophan","tyrosine","UDP","UDP-GlcNac","UDP-glucose","UDP-glucuronate","UMP","uracil","urate","ureidopropionate","uridine","valine","xanthine","xanthosine","xanthosine monophosphate"
"TG_M10_1_1","NO","TG_M10_1","M10",1,1,"TG","IEC",1109400203.18226,176051328.99124,71513816.4154405,140016315.9174,673606450.146643,69919079.2404378,74120221.237997,7823797.16115479,2350771449.8625,503582766.471343,9654899.31647548,28310067.0366312,102519051.130859,127891190.507801,12322084.0031531,707172156.348979,1724974.21972516,1093429.49855269,48128415.4357069,267979026.16311,4551731459.45047,1457945.09220769,69851713.5289112,8272341.19932634,8042896.53743066,846597.418675959,651147932.416247,56253383.3275818,108129030.895906,1438327163.62115,12037507.6429998,1345040560.31066,3430828.1377313,136464226.819045,256012691.223245,12388692.0810244,39697936.0483996,53966739200.4341,24859590.0793766,175737583.006363,1795312.36706142,15825336.7185181,291436111.731791,442380636.594641,358494078.760854,4466059931.76179,355500557.446796,39903483.8260714,12529385.3972113,20512066.8988581,2532642.06599244,2798021.33067425,626684.39780004,1882128.4784355,12731104.9988668,27531776.0153579,70492672.286736,109893438622.138,64725100.9458476,1457826065.64507,64599252.64466,29330427.4836713,15636180.5373458,67771892542.841,207393079.894912,5955279.73911396,2775983.21562477,3269313.48690531,356433.125788369,27844972.881219,271990624.88258,126278907.963998,3001544.26407256,27531776.0153579,116073373.394877,442563.92263826,13880669.3160416,3192760.75572153,6919587.98781286,24460939.9885986,125202568.212785,578061.274451497,304594369.947895,57828139.2749944,144565103.57753,97216180.0807701,2557452.83384441,209088.803329801,3617292718.49638,1959180518.61806,90670661.3586551,2642522487.13835,933125.812815726,1156622423.47217,414940449.633622,222704449.244404,577342125.04322,13093901883.079,102009804.152885,97973.2233036107,11370273.3422394,105917936.535169,39242514.9419462,94812614.358473,267159137.330843,5770711.49802266,64345341.2651554,46382835.425898,7251791.18175241,918426734.453291,12192359.7168631,3935.80568162692,36658914.1612409,6185204695.17937,25207347.4415553,1519690.94576766,9321174.43679575,603312154.862218,1064491995.10234,37450101.5583554,2870678277.43981,2254675390.32813,476115233.996995,1851598079.16719,3875413.20058131,1183142025.59028,14009631.3226864,34375027.3877705,5368089.19466003,33574667.1309316,130191953.81249,338301912.78252,9094690.88624537,313007.771024397,58970567.9174248,90724875.5565937,231227388.727558,188304004.559692,5976983.22320257,22946202.9302386,19402262.8873394,21744574.8773916,5980099.83485156,388680231.827632,200732399.845307,137384934.285623,73562372.864022,2763541.79861951,3990293.09206281,3643754560.18792,3935.80568162692,121698213.995226,7343344.77859247,7599602.19477834,144952809.478681,4614279.99535915,19530668.3000385,169163775.678486,35398713.5802016,201566971.202612,610919.862292172,79489066.8466039,1603958314.94059,404986.596717016,2934047.97302766,308204534.464401,1093429.49855269,13709303283.1431,146758432.118877,19398279619.0396,6380715.07818086,1677512820.17428,45808003.8152632,22132887.4229648,47965191.6361673,9547896.10575461,854425.474636554,62795857.4030174,67551986.9763308,29113436.1322975,28287639.5049335,81157598.9780363,16543760.5145647,37864.9921367145,2994783.24870217,1246865250.54628,23528022.272936,667747.516610643,265622.824991603,3959020152.62222,252755806.692952,45056992.3059719,6560759.41877649,518668597.382146,3089635.74755676,315335673.982627,30882041.428827,204569494.530178,643880659.517585,1701455.93798228,16504713.4608475,11248214.9610947,11611203.5321054,34667995.9942958,422471158.974543,1136897975.50198,2124197.49509401,54602205.1327552,1342683076.21486,1683421645.65783,73924746.7172503,19577958.0688873
"TG_M10_1_2","NO","TG_M10_1","M10",2,1,"TG","IEC",1037866103.87224,192958537.813894,85528150.1018504,131370751.078974,688538996.703552,63732911.1828705,70391509.6852767,4499694.95627578,2269101653.75455,577442560.717431,9855365.80513711,25740974.0195248,87825334.1026475,123901805.248477,13599201.3463049,676538758.151194,1417111.69869169,1256996.92249086,45900596.0616728,352131342.001659,5628517746.59651,842672.612267708,60662679.8862602,7861272.90518056,8151939.5121737,994684.822985486,648052823.382895,53046447.4338993,106668513.771756,1404365309.21049,12605512.0073447,1490860262.70287,3386307.07172631,106726418.417602,268940390.50999,11144107.9279364,42674200.276998,54896618798.6706,26057026.0108123,162654257.570026,1958352.53737771,15063323.6617114,390200500.773666,441427250.451163,352951883.570036,4566905074.91434,357883408.586749,38656348.5276782,13061130.4007023,22156618.3645258,2823539.4795821,2879561.69084945,672523.062677611,1552187.71475738,11166656.064067,28958899.025857,66960512.0865206,108526443802.589,48606548.4995929,1566798100.69091,57139746.2398222,27423794.4937604,25297156.4195756,66534976519.5136,253129510.791386,6633125.27577471,2913060.5337878,3793569.43157509,371653.54165567,25693910.2351884,287685029.925221,138508646.19156,3939733.86003547,28958899.025857,120306332.847412,251133.87527692,15062820.3470726,3237716.06123271,4104937.57245152,19983783.0534828,131899502.455749,629934.826403466,284166015.644118,55304515.5069529,134420188.388541,75609501.7438745,2418740.55321252,292457.136934444,3648070903.80292,1993514073.65174,90367796.1971349,1591436500.57335,866750.429657334,1126975763.26988,384769363.833697,224163382.684742,541141729.650215,13180030291.9229,99836958.8153831,71999.5691864153,11394686.2050817,96241633.5968483,38801435.8249823,110522386.188495,309500545.48052,5815062.33561291,57600006.2678379,38936274.1950093,6734669.51887824,939865234.688678,12143958.7575529,3738.7767422292,34742269.0197411,6203912962.04976,22951238.4228078,1587726.77835392,10404659.9126678,606478371.896547,1086740892.7489,38844194.3136139,2774157751.28342,2140958057.82494,478591576.509552,1715812208.24398,5946155.40948575,1195258027.04978,15572806.1270459,34231193.6962871,4016781.41295253,33741198.1771867,126394692.804518,332363062.047156,8575943.94573461,398783.99199352,68353177.5525871,90388259.829684,240843787.847246,193043893.965304,6891860.37356297,24776015.3924892,18356985.4592441,21525913.0294151,6795363.49484518,401818851.824437,205383534.500461,142993061.58785,87702168.9299386,2718268.18413644,5005610.51192219,3780147229.32379,3738.7767422292,98945066.6088793,8897130.70653853,7210898.88131862,146239403.075541,4503904.53062367,18727495.2241712,290536398.309525,34574035.0164574,204343009.727138,677028.118149776,76481353.1781976,1623124720.36445,431929.274485855,1146067.96678671,287922946.969968,1256996.92249086,14197987436.7325,142660960.954113,20347156511.1942,6274272.00129488,1696650478.55291,29399788.1275749,21028305.3208444,45953068.1424739,9338994.00673191,1135030.12771482,68901283.597365,64372279.6361898,29135446.9299248,25716033.2784066,59333688.1354108,13642292.8767528,119387.857532941,2711636.60963843,1222062493.82106,22470649.2626824,677529.385979847,265226.942319341,3816704777.41993,255096307.212187,45875269.1214524,3767913.84951036,496747167.875983,3079538.73631571,321743021.567031,32059050.2774988,205164374.029317,673172585.898598,1275368.21894983,15977270.8395135,10824430.6676408,11533651.2569588,36002245.910938,396588653.248905,1208066516.39572,1736601.0883436,61977963.9100534,1223252339.50826,1671870681.11721,81903006.3746694,19194076.2560438
"TG_M10_2_1","NO","TG_M10_2","M10",1,2,"TG","IEC",771799829.417364,207209770.857948,72655200.600878,135510637.934348,659488798.229931,15938153.8062014,89109391.5213087,9294785.20373838,2321181624.83175,552911590.66765,10312796.8842086,16833641.5109244,104111930.839501,121851788.411653,13582483.9954,456257934.24948,415293.652156748,1307702.99162095,60777829.34481,167096847.33456,2564927134.44423,628477.120252647,54513160.1412858,8604895.64199967,6580295.7450072,1055058.00237229,674878518.387247,66909595.4666716,167676942.349242,1513078768.71555,12049737.4666734,1365127469.15875,3785223.65467973,117795312.564351,202340047.793357,5522894.8464041,46158535.5742975,52078693836.4055,31161841.8824735,157657885.125687,2503174.25737765,37734505.6399655,155010070.007836,277396056.328563,117319754.687787,4588493899.77025,401480713.31827,43063604.4543844,13359741.2767046,23773552.5330381,2759365.39729487,3544098.85316092,1103616.93575082,661226.688665159,14773636.1052745,40894745.0930157,89300767.4189521,114153749384.996,95725484.4458443,1561222775.67154,32788008.4805823,33480040.332051,19037339.5673502,63795342581.1478,205240958.148108,48938243.4569885,3036003.37972028,9001863.15902123,358498.45511576,29696932.6415624,341245196.614091,161453782.770681,1377935.57223819,40894745.0930157,107642101.480245,319502.05126279,14560427.3860886,3408629.88340361,5619708.32780255,8464787.17286886,123127765.05686,1366270.45322389,301204834.9215,61782376.8188478,168676011.472564,53549188.4584002,2737926.11331776,73244.1283367727,2557107065.52732,2015135753.96358,104585971.313316,823080617.754893,689220.867320699,1692002589.17437,897602143.090221,240371878.850382,503569113.158125,14139944507.3416,110234694.16042,3384.64877812347,12439799.2095843,103285964.742452,40548070.8697436,139341312.051248,430869684.239103,7414411.00874717,90814281.5017626,50271120.7684116,8212327.92299869,923258722.436059,11652148.2758182,3384.64877812347,34126846.4516687,5809775892.48184,22686114.2975397,1547897.93880316,11021152.5253452,1538206493.20277,1035588371.16433,40975754.3293374,3236093149.55311,2199801158.06973,576761057.867457,2055628331.71091,7734342.65771565,1248571894.00904,10931031.3215398,33809002.6747765,4391994.42629364,43649166.4324765,131589329.202476,372155504.939097,9002786.57302786,586767.617875375,27402271.4132176,104636737.357041,235402405.33895,198630066.190034,2909398.12672656,19808479.4431583,21285084.4374587,22259734.6515443,6721668.19088494,403776570.344567,59844037.7986104,164031215.832937,87823218.8597012,2475132.01456663,3256126.90519837,7333175797.59311,3384.64877812347,20072842.581452,9870480.27068906,8575669.43112044,132779574.697659,4285236.857398,17904513.3706806,209295424.515147,14603046.0147272,214137674.047164,33043.4178198331,80749345.727264,1805949566.8204,19764.7035855637,949653.07213076,304520070.613802,1307702.99162095,10756137571.9496,151042397.356377,20767213606.9907,6670635.17522539,2535946361.61166,88070848.3402255,27099519.5011864,50998820.0898717,14043705.7517082,1295159.67190595,64945901.916225,71097900.7141257,9235036.64101056,28036881.6830982,87431545.396845,10021069.6138028,42090.2698341899,3816703.45145187,1333200510.62949,38013901.0960332,231821.952404388,8447328.57329284,3895585264.23017,326558249.511723,69492843.4834943,14466744.0332473,534049538.767344,3527018.38507268,331769170.741303,35937012.8654769,220550161.268257,680008879.350945,1441695.3386527,19037100.7053081,13506792.3027169,10795363.0524357,42108224.6563718,423766107.973585,1289934296.19178,1893418.52521971,61148376.3264832,1461013420.4658,1675553701.03245,87539890.9473201,21186821.3671882
"TG_M10_2_2","NO","TG_M10_2","M10",2,2,"TG","IEC",768097201.900927,214076496.627897,95993884.1512501,130327745.531603,666625794.33458,12496524.8972377,81031152.2397082,3256361.03328199,2287041706.53094,560032705.430729,10898267.4927203,18568082.5519295,79615177.9770048,122378501.382936,15377724.2902534,451152449.35548,206675.662245834,1327533.18407026,56859108.2247272,227966814.978307,3374867926.1681,260581.228599113,36248273.9640372,8195775.94796108,7390474.37850556,1166548.28262378,651254746.17202,70504560.4901036,153120742.166805,1476927775.25359,11898919.9663184,1424488364.38052,3969619.12741872,58722191.0149612,221797110.672444,2258889.32351113,46006730.9913148,52614795433.1663,35525621.0961361,145661378.345096,3239878.02346473,37062889.8575138,100743571.323,262619140.068624,109015510.445027,4547779421.05763,399411675.56798,44268501.8788283,12729662.1498477,22437995.9298058,3027381.42344561,3359610.40035689,1060802.06832745,504776.185581566,14264337.0543988,35404953.1572774,82801132.7626776,113789044422.375,93117647.4540525,1400893987.33122,30756415.2095493,32173568.6201153,25027212.7415108,61658547709.2909,270569072.907703,58039781.3227864,3386492.12600899,9767583.78872736,347225.88838484,27075981.5882709,383200941.065188,192972921.668145,1981349.1224125,35404953.1572774,115387837.746623,246261.233927195,15104836.0706523,3434656.50826344,7968109.26101059,5671660.36615269,121534644.14084,1431033.5599984,272896965.978179,58931091.5122511,163336350.538209,6821848.71247847,2694516.16131131,38596.74028043,2554393613.51821,2015373819.31475,96240835.4471916,115539159.040576,463018.330103805,1668396340.32577,1011353911.85098,250056886.103325,455204686.136935,14135931343.1744,105950737.569103,3215.68677753961,11823215.2883157,89725972.432645,39873664.7131093,171256723.205989,514776321.240498,6682340.98644988,85113548.7807175,39624197.8792069,8118790.24889783,871076809.021521,12915353.2913218,3215.68677753961,34468037.7945098,5853109661.84923,21962196.5081577,1864632.47345126,11921561.7459367,1802983660.94589,1046614924.94293,42213968.8346685,3229380498.73537,2081464672.53074,545041861.491274,1884160542.99258,5989924.28300203,1269351352.17589,11615359.0455321,34356124.3580201,2706866.34236743,43530009.2736914,134277653.069976,375861249.092601,9120570.65906571,758362.505235134,11074069.9484149,96306984.0412358,247463553.950813,206801461.279407,3762179.18985491,20590815.8608215,21630500.3946737,22279423.0911859,7467868.83537466,423552077.703323,50975935.6404668,167297713.788629,94858758.8697035,2897195.51995827,2801804.68831732,8426488951.64898,3215.68677753961,371550.231932855,11655211.427009,8631577.98977548,133429706.089607,4741175.92013229,18014945.126113,276999452.979525,14780480.7551171,227550413.571194,17445.5966196261,69005709.5148252,1855365235.8702,3215.68677753961,423622.63055567,275891888.382412,1327533.18407026,11110798760.172,157646779.37198,21103110885.3581,7570157.95803913,2746311390.17948,35680744.4109845,26127753.4876125,50394415.2976934,14326242.9794728,1163708.8663723,75038830.928257,77239062.629653,9313157.91445882,24860293.4675928,66127701.6022535,740947.897043778,63301.861246082,3483383.46710943,1267933032.18759,40991753.1433343,287061.680475272,9668142.50270366,3853269272.99729,327475393.798229,71342142.0797149,12307907.1637695,519442281.811078,3311843.21120767,348840054.96458,35603560.0131363,228502321.245068,751409149.292783,776525.003744348,17849653.6578141,11838813.9439033,8979981.17437291,43041627.219527,423154484.914072,1338257987.30324,2886498.05987707,79318468.1631902,1427828188.40132,1709235948.44026,99836513.7787795,18137600.8706801
"TG_M10_3_1","NO","TG_M10_3","M10",1,3,"TG","IEC",743641730.311735,213308042.339199,83718549.0891568,132522742.463035,647198239.254375,9399536.47664719,87432731.2916974,5873437.13885425,2327301683.33118,539951431.402227,10950442.9785337,16101952.9083364,92925929.3623872,122178961.14194,14147652.0210369,445410408.208789,407202.715590494,1687710.05587049,56295189.5712112,176275104.769344,2477267680.78623,403364.7526909,56458338.8675744,9292187.0806561,9634346.24533888,845159.294416624,674650004.462162,74084951.3531679,170590853.099215,1533375346.22816,11839936.0216135,1388983969.6503,4036040.91735316,93055372.5970729,190867780.024323,5831943.59905642,45473811.5192272,51977927534.4519,30815926.0149104,147735976.508072,2608625.57830981,43980564.4954895,105018346.52682,249546949.163374,94788606.9866047,4505690805.19386,420702113.671625,44142093.4531917,13968495.3700543,23159585.502775,3033296.16077501,4166521.25440967,677693.760176559,474273.018841384,15845985.8962565,40298576.8113966,91330627.683445,114408603464.651,103089780.183432,1581407672.89545,26466453.216363,36024922.1921475,23197495.1510599,61653525003.9541,206360344.909262,80693146.9906297,3568389.24191444,11283419.1902884,433817.725053456,31704994.745082,345820053.81152,163407947.222357,1289971.47317701,40298576.8113966,114036300.528923,304634.620673135,15589966.4171062,3425359.09800679,6343387.31888926,4472236.04112008,125302102.572974,2208958.43749606,303197571.745339,67681350.1811609,172938587.896343,26304434.6434671,2689010.62281512,298867.714507433,2458862706.17967,1983483004.87262,96735715.031819,400375812.998639,593298.034482715,1689631012.07535,1025864473.08699,236439341.37841,511153963.7771,13842345976.9387,106283231.600488,3233.19556171355,11085797.6163787,102115116.754898,41659948.0679609,168295094.130642,530799942.448993,6517513.21889333,96418673.5967258,41633437.3778715,8146221.16696246,852200460.904758,11152879.2776331,3233.19556171355,34186152.9449519,5417319443.42705,23955093.7014957,1882534.09541337,11790473.6070668,1947615877.29667,1017190318.45778,41204348.259166,3317728973.69258,2160940385.08968,589001085.807016,1975363137.58177,5213395.06201217,1243630932.44984,11798758.3541378,35513499.9945394,3994098.19239559,45677216.5821146,140364965.278918,388036662.418737,8669917.50925459,646580.455141096,14499514.4028338,96834453.9469316,243834116.436466,208971314.954037,4021190.75391646,21609053.3494143,19073455.9428707,22193318.9417435,6051923.3607834,415354477.05039,38643329.95811,131029705.182445,92678699.2526926,2598579.7905533,3107270.22175909,8901004388.02448,3233.19556171355,575170.114163608,13000996.7892506,9254464.3831798,137960687.783561,4731336.61725474,17154964.6803105,258999718.247085,11455790.4010721,217662134.447679,38838.5431147206,71281294.4278196,1824140779.03029,157343.545705792,696265.259544444,306411096.777545,1687710.05587049,11641715131.6418,158659821.872792,21058440244.2525,7861427.77566709,2732335631.62593,75392410.853535,28399368.2754599,51487618.3872274,15513587.9395488,1372637.8878026,71249559.0900895,71590681.7932684,8390693.8621697,27348208.2424856,86267763.9260987,5396239.23188788,32426.9534066675,3693440.12920429,1279959897.1682,39457296.5817067,254272.230600714,9841333.06619754,3917234439.12697,321353249.647426,74620959.9417843,15243069.4491432,536757193.157876,3466181.76273644,350494340.831607,37461807.9714878,224851161.989258,682877514.517686,1292099.51342323,19443995.0733365,13651918.1836224,10846905.4626939,41673919.5840488,439760454.807871,1280475126.48191,1666415.31479256,67104817.6361652,1485856241.36111,1575387077.44996,94220784.1272601,22624792.0765382
"TG_M10_3_2","NO","TG_M10_3","M10",2,3,"TG","IEC",724059558.110205,217461367.890434,102202067.051144,127994445.665955,670586097.901477,8793868.11211393,82800828.3499625,2700804.51564257,2204401148.57896,543236175.73967,11672759.0986519,16628683.5973054,71391445.5214069,125035637.732046,15555064.4364021,434980798.764353,111761.978423809,1255614.50620534,56687094.5102227,232485961.107433,3215186981.48157,183474.723397039,37985491.4625538,9342280.51730534,9798301.11349853,957214.176571458,652839749.328025,78671740.373339,169287653.821491,1512256902.08062,13566325.526462,1444574850.32451,4188084.12940729,45088197.2234772,206064550.594034,2281140.6728823,46655934.3884444,50694982165.6428,36251246.7245568,136062370.998437,2915751.90169754,43231436.4899388,86843067.880736,248282528.747225,93315801.4806196,4483927635.82658,420504399.780034,45965384.347661,12277813.125646,22970267.6013068,3214131.01464842,3560745.34112328,1370469.46899717,363747.556425401,14870315.9606754,36827485.812144,85149469.4027235,113666860777.809,96622439.6786747,1608096629.88981,27636410.5515623,33650565.2195903,24256910.6827366,60627403233.5463,264803735.94216,94012416.8105419,3538875.14408108,12161877.7203225,361492.874062349,27607072.5579787,396054790.355311,192149123.948544,1995273.93247068,36827485.812144,115694738.055034,265850.005719691,15872292.0613469,3413963.6576205,6595215.34692125,3361278.06500649,129365961.120308,1770273.16130953,275508240.793101,65307944.9070947,165899182.948365,4342599.94023719,2897503.54224589,179961.536480834,2406761643.28831,1988912414.76868,88214468.311012,75091874.3813988,508521.220506007,1645249677.36416,988090743.5761,248549927.068294,473654443.924269,14392084270.3455,108546219.595378,364804.714639935,11049597.3554365,88719273.4429782,40820853.6399309,206242609.052834,627084060.255223,6268529.83670559,86368335.946395,34638504.6674851,8334496.54221812,805610844.250579,11406818.7671372,167745.192060781,34050713.0145724,5474075770.78926,22439364.7871363,1719874.99720877,12674289.3877163,2265142543.19133,1063633838.49547,42328670.5049093,3304471889.21636,2045673363.87211,591061412.830926,1849187498.25967,7251014.06162027,1216310709.52826,15193853.6147791,35536661.9872314,3187201.44371001,48199146.2571262,138493084.732997,396641962.311768,9100646.31709966,697350.592917932,9276475.00532598,88278372.0746194,256360437.762428,216821742.91903,4702323.1154341,22427205.0287092,18266199.8301919,22645679.0292145,6352431.06456995,426854711.117123,22011253.6804953,127121431.667878,95312377.194689,2720031.25666053,3266004.44990784,10058329668.9077,3068.4024919342,714938.904177719,12773029.3806151,8681650.75828909,136871117.074822,4828203.48634031,18121182.5125429,274013750.858593,11353617.18805,226802999.446308,3068.4024919342,62704069.7535401,1867282695.85771,3068.4024919342,169315.920733942,278679910.451712,1255614.50620534,12307671989.9848,164750420.780382,21097155369.8621,8517724.67842391,2878210563.1372,31140439.9310595,28508661.7177647,50454877.6295817,15810289.6643945,1399318.55087526,79358302.2681077,72217076.2670742,8025491.9452786,25293875.8437318,65579719.3259605,168540.167396983,40438.9293486814,4032569.00449522,1344048879.5996,43382861.1067386,255040.752106287,11688102.0720673,3850176219.62145,325134087.519492,76965455.1722432,10939431.6036226,529254764.463587,3196172.91455316,354497215.645327,35195843.3227708,230278608.09834,752803849.830733,850596.840342212,19751985.9793141,13093604.1044102,9895148.28172217,45637799.1693319,404193568.059286,1341781277.47096,2985632.53265347,87416946.1585204,1445453144.82688,1598698804.831,107761947.86029,19703045.8811113
"TG_M15_1_1","NO","TG_M15_1","M15",1,1,"TG","IEC",982084374.355376,321793621.760075,60556560.4374789,318427005.025014,242224379.329234,26948235.0779713,63507150.8875964,5726074.2253037,2863173427.80213,464112215.677571,7143889.05992131,4400401.09635111,163479643.641566,175578391.558901,11077486.5744425,866668163.105261,3079975.32452748,2257882.56403716,45826401.1392571,290812853.393867,6842310882.85655,2811642.4278016,115066392.676978,14033466.1244407,16511292.6874005,3255911.97380231,587230543.852679,60358429.6447251,126672937.716161,2120786989.89836,16472201.5803037,1560076109.46176,3043187.8983932,128998651.588798,311965485.23111,25844116.6110544,46434354.8878528,49511734025.2166,22046945.1684151,175266737.919032,1414675.66008958,11410328.6657003,164085418.307913,339903288.501257,210124960.26206,6588993751.56593,735031809.458058,44875708.7197051,7461516.05607262,32472536.2752944,9093697.1665768,2068070.01892885,477958.34697817,1183266.5460084,24951625.2409279,133142634.146893,652308106.317007,94672130282.8044,155203656.001506,1613624341.6509,43456868.5181387,45411533.3464468,22543746.9584593,81523213120.9109,273937594.213461,39654358.4768665,4218076.80988546,4051191.27947465,466939.897294354,52781244.1997678,238443980.62531,112528488.749,4515539.64937423,133142634.146893,53802582.7133418,3787.63487307,13806615.0427326,714193.248891435,5906745.58174004,17886412.4519547,120615651.877882,751501.530739154,536705301.071121,82680263.6492975,169694610.019126,118282821.130245,4233701.17556487,39021.8169973677,3009946145.70731,849690800.830778,132874412.836669,3324200149.5897,648223.601726578,1175957628.05043,193890162.974565,113792570.373905,429565119.554165,7506234717.31441,77901334.3052266,1523871.46647093,5847662.62639546,174834871.623997,19700268.1785903,125847805.33551,384901354.938357,982230.631225495,47035821.3778764,34130357.8996606,6150105.95381289,897390362.04601,13319371.7159046,5195686.39138977,95404153.2259273,2810791113.72281,54963879.3883213,2168890.75931075,2072157.40961899,478507758.252048,1322704940.36207,42812130.4794492,1126188703.80946,2806062634.66461,563422107.202041,1538502714.58849,6622845.26048556,1317104680.76457,12695307.1059263,19593923.5346548,7021662.98084018,54377540.5821629,89321588.2095337,275786315.37125,17118469.3575999,737193.258886249,42187566.6264696,132845804.083956,130007793.428002,255521814.100965,8168326.81926357,22555814.4007338,10691578.0588677,27863894.3431718,10521536.7658972,289980605.185308,206070415.906006,115652975.298512,170439349.816226,910134.146287136,3756694.25167753,5405543822.05059,3787.63487307,92517906.7999533,12026323.002458,11463065.6434569,44388631.8805073,5629152.7969444,9590764.69705614,255256497.214569,32919608.2416076,249635607.077249,2492531.56823882,97022481.6493925,1811297400.225,1020718.35615645,6465396.54318791,542505287.711264,2257882.56403716,21135825938.1702,102560340.196217,18051646151.7828,2618525.3147462,1707456646.48043,86810650.4400849,11192164.3431069,35168859.3717308,10013670.7273069,1687876.27921678,62097673.7095218,68958484.4308388,26848848.9258978,32798473.1507318,59275512.7283184,21458264.5514385,77272.1306618823,1822615.80208602,1139376360.72149,39762383.7034843,1144430.82988929,341231.574562469,6532194159.4104,106725653.809161,58716094.6054827,12089630.8557573,509548708.441173,3507457.89031426,318326804.07829,7991475.17700912,261345744.384771,629764056.099758,2986611.4310749,24660965.1990955,22089027.4718552,14458996.5389959,50269409.4284743,264093254.249709,1204994724.11735,306513.587786934,46018839.9398233,1617897715.77746,939756704.796559,113499656.330391,26383204.9607779
